planner,seed,faults_fired,term,sci,energy,termination,science_return,energy_spent,success
risk_aware_astar,400011,1,immobilized,0.0,404.05890422364484,immobilized,0.0,404.0589042236448,False
risk_aware_astar,400012,0,immobilized,4.472829938007017,438.7627178388325,immobilized,4.472829938007017,438.7627178388325,False
risk_aware_astar,400013,0,energy_exhausted,0.0,363.9553647431511,energy_exhausted,0.0,363.9553647431511,False
risk_aware_astar,400014,0,energy_exhausted,2.4472873995289284,435.15376150640543,energy_exhausted,2.4472873995289284,435.15376150640543,False
risk_aware_astar,400015,0,energy_exhausted,2.6878019553130885,422.17725480580896,energy_exhausted,2.6878019553130885,422.17725480580896,False
risk_aware_astar,400016,0,success,0.0,335.89993510085077,success,0.0,335.89993510085077,True
risk_aware_astar,400017,0,success,0.0,384.487329187122,success,0.0,384.487329187122,True
risk_aware_astar,400018,0,success,1.494875937372436,355.0255584662347,success,1.494875937372436,355.0255584662347,True
risk_aware_astar,400019,1,success,6.74384711050638,563.8176094031212,success,6.74384711050638,563.8176094031212,True
risk_aware_astar,400020,0,immobilized,1.6689129305107204,334.9082041434082,immobilized,1.6689129305107204,334.9082041434082,False
risk_aware_astar,400021,0,energy_exhausted,1.1838366797759214,392.8324961776879,energy_exhausted,1.1838366797759214,392.8324961776879,False
risk_aware_astar,400022,1,energy_exhausted,1.274123461933285,1215.757738483775,energy_exhausted,1.274123461933285,1215.757738483775,False
risk_aware_astar,400023,0,success,0.0,351.48689881756945,success,0.0,351.48689881756945,True
risk_aware_astar,400024,0,success,0.0,263.07680539692205,success,0.0,263.07680539692205,True
risk_aware_astar,400025,0,success,1.187697045456624,319.36870752272273,success,1.187697045456624,319.36870752272273,True
risk_aware_astar,400026,0,energy_exhausted,2.908728450954972,327.2335766157444,energy_exhausted,2.908728450954972,327.2335766157444,False
risk_aware_astar,400027,1,energy_exhausted,0.0,1043.3036471825858,energy_exhausted,0.0,1043.3036471825858,False
risk_aware_astar,400028,0,energy_exhausted,2.85670826955898,741.1468790652059,energy_exhausted,2.85670826955898,741.1468790652059,False
risk_aware_astar,400029,0,energy_exhausted,1.9269961299693577,348.44598055811497,energy_exhausted,1.9269961299693577,348.44598055811497,False
risk_aware_astar,400030,0,immobilized,0.0,262.04084803303897,immobilized,0.0,262.04084803303897,False
risk_aware_astar,400031,0,immobilized,2.6760108965509426,414.5853253148177,immobilized,2.6760108965509426,414.5853253148177,False
risk_aware_astar,400032,1,timeout,0.0,882.1791844455164,timeout,0.0,882.1791844455164,False
risk_aware_astar,400033,0,success,1.236935143682114,256.1722426931682,success,1.236935143682114,256.1722426931682,True
risk_aware_astar,400034,1,timeout,0.0,1037.0957008139314,timeout,0.0,1037.0957008139314,False
risk_aware_astar,400035,0,energy_exhausted,0.0,341.3439746858964,energy_exhausted,0.0,341.3439746858964,False
risk_aware_astar,400036,1,timeout,5.172389931770752,956.1070914959956,timeout,5.172389931770752,956.1070914959956,False
risk_aware_astar,400037,1,energy_exhausted,0.0,755.7738344038612,energy_exhausted,0.0,755.7738344038612,False
risk_aware_astar,400038,0,energy_exhausted,2.3560180656126475,432.8500384529643,energy_exhausted,2.3560180656126475,432.8500384529643,False
risk_aware_astar,400039,0,energy_exhausted,1.7648669781534534,364.6482327905985,energy_exhausted,1.7648669781534534,364.6482327905985,False
risk_aware_astar,400040,1,energy_exhausted,2.643272406132337,476.83709004071477,energy_exhausted,2.643272406132337,476.8370900407148,False
risk_aware_astar,400041,0,immobilized,0.0,351.5318279497593,immobilized,0.0,351.5318279497593,False
risk_aware_astar,400042,0,immobilized,2.6825081225760576,354.3003497559172,immobilized,2.6825081225760576,354.3003497559172,False
risk_aware_astar,400043,1,success,2.682945434512903,716.4573609751095,success,2.682945434512903,716.4573609751095,True
risk_aware_astar,400044,0,success,2.901195846735302,470.09388405162025,success,2.901195846735302,470.09388405162025,True
risk_aware_astar,400045,2,energy_exhausted,4.3826730168011645,1082.9279548734055,energy_exhausted,4.3826730168011645,1082.9279548734055,False
risk_aware_astar,400046,0,energy_exhausted,2.747236993103781,439.2279473636371,energy_exhausted,2.747236993103781,439.2279473636371,False
risk_aware_astar,400047,0,energy_exhausted,0.0,515.0546433128694,energy_exhausted,0.0,515.0546433128694,False
risk_aware_astar,400048,1,success,0.0,340.3132171269248,success,0.0,340.3132171269248,True
risk_aware_astar,400049,0,immobilized,2.4809861891598297,368.285345101267,immobilized,2.4809861891598297,368.285345101267,False
risk_aware_astar,400050,0,energy_exhausted,0.0,417.2786899788186,energy_exhausted,0.0,417.2786899788186,False
risk_aware_astar,400051,1,timeout,1.9844359736195682,822.5735278571827,timeout,1.984435973619568,822.5735278571827,False
risk_aware_astar,400052,0,success,3.4686593707649154,747.8454882423977,success,3.4686593707649154,747.8454882423977,True
risk_aware_astar,400053,0,immobilized,2.8428104718997353,361.08981745648975,immobilized,2.8428104718997353,361.08981745648975,False
