seed,termination,success,science_return,science_possible,targets_visited,targets_total,energy_spent,energy_generated,final_charge,min_charge,steps,distance_travelled,interventions,severe_slip_events,mean_slip,planner_replans,nodes_expanded,predicted_failure_prob,hazard_refusals,final_distance_from_home,body,planner,size,n_targets,max_steps,risk_budget,energy_reserve_fraction,sensing_radius,sensor_noise_scale,terrain_uncertainty,battery_capacity,fault_rate,comm_delay,replan_interval,solar_rate,resume_charge_fraction,prior_body,max_slope_deg,condition,split
400017,success,True,0.0,10.377593705823667,0,5,280.30284016093646,118.39694572718402,251.42743889957805,157.0819578290527,120,18.48528137423857,51,1,0.3058661396434631,103,63058,0.0345102755552652,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400018,success,True,1.494875937372436,9.300711949766486,1,5,348.2357573069035,185.93845594293882,251.03603196936217,150.27412038350656,162,46.041630560342604,61,1,0.22433472375693655,144,72657,0.026454928762968177,1,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400019,success,True,6.74384711050638,10.403107865331462,3,5,563.9501285670691,400.7186935851339,250.101898351391,64.67544635066857,386,91.254833995939,153,1,0.24461084269820577,235,61693,0.013073535569684602,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400020,success,True,0.0,7.490868008358168,0,5,219.0918688374557,57.366687324155286,251.60815182003287,201.62397579783072,54,2.0,25,9,0.7307068020003779,77,43411,0.10512728496878776,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400021,energy_exhausted,False,1.1838366797759214,8.656699591862557,1,5,472.86857747076914,62.30681627112583,2.7715721336900834,2.7915721336900834,57,62.59797974644663,0,2,0.2978023849392141,83,82128,0.026940396950206225,3,2.23606797749979,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400022,energy_exhausted,False,2.2966220360547682,10.050554038465963,1,5,412.8849789358179,37.17432969395446,37.622684091470454,37.64268409147046,36,38.38477631085023,0,2,0.3493255194970571,47,34838,0.03211960501064626,0,5.0990195135927845,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400023,success,True,0.0,9.312488982340422,0,5,334.6820199049478,172.8242367656381,251.47555019401688,115.70190902980893,168,30.384776310850242,70,2,0.2683880114273003,133,57402,0.03732859537287425,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400024,success,True,2.5541636147658195,8.945433533721532,1,5,300.0861532239905,137.63300429287335,250.88018440221268,148.9900093207185,148,37.35533905932738,60,1,0.2781062728219975,117,64412,0.017293496705077405,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400025,success,True,1.187697045456624,6.504449313092817,1,5,276.8229299809878,114.9380971020303,251.44850045437266,171.42687476759983,108,35.21320343559643,39,0,0.20823459002697953,86,60578,0.06566822269409878,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400026,success,True,2.908728450954972,12.919125223882055,1,5,397.5056587528846,233.79045767045653,249.6181322508925,75.2443805024558,364,38.38477631085024,165,1,0.26801747071096627,210,36225,0.03345186670449063,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400027,energy_exhausted,False,0.0,10.052784418734847,0,5,357.2428267880647,25.955606287463247,82.04611283273216,82.06611283273216,27,26.55634918610405,0,3,0.34359209065863583,62,71837,0.026657335148276506,1,13.152946437965905,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400028,success,True,2.85670826955898,11.175818835571611,1,5,483.085839321603,319.6527541651867,249.90024817690934,82.65088264545876,300,53.21320343559641,125,2,0.24377233761366227,200,71344,0.044894684517117756,1,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400029,energy_exhausted,False,1.9269961299693577,7.772974148827593,1,5,402.47910606238986,29.429541853304993,40.28376912424874,40.303769124248745,31,36.45584412271571,0,1,0.3138750280655426,46,37639,0.06180170921222938,0,24.351591323771842,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400030,immobilized,False,0.0,9.716785046362691,0,5,262.04084803303897,65.77760400284552,217.07008930313722,165.15454192054142,65,11.656854249492381,27,13,0.6294558348039767,49,22858,0.033294676718895855,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400031,immobilized,False,2.6760108965509426,12.854598146362186,1,5,367.64736433174403,31.88911429490734,77.57508329649704,77.57508329649704,30,31.798989873223338,0,4,0.30008385063047716,42,33379,0.03459528648279597,0,2.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400032,success,True,0.0,10.281575833388214,0,5,175.03235967939125,12.755585363930876,251.0565590178731,249.22605236214883,14,10.82842712474619,1,1,0.2669013951332885,44,41195,0.01798062673719747,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400033,success,True,1.236935143682114,8.442189452281752,1,5,440.16106652564076,277.16316880697264,250.33543561465524,125.37157447190148,290,49.94112549695426,124,2,0.2734804997062191,203,61881,0.00265673339347694,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400034,success,True,0.0,12.717881015155145,0,5,205.83499602110174,42.43831400754121,249.93665131977258,227.23744497599304,42,17.071067811865476,12,2,0.30798029219156836,74,69294,0.036227615468443664,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400035,immobilized,False,0.0,8.869218248335546,0,5,429.42385221859166,29.15691689850333,13.066398013245314,13.066398013245314,29,30.384776310850242,0,4,0.2719978630159036,34,35993,0.039266470884287696,0,1.4142135623730951,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400036,energy_exhausted,False,2.708139130964118,12.205281884196726,1,5,641.3408873060251,233.581374915792,5.573820943093112,5.593820943093111,238,56.94112549695426,94,2,0.2614544453653452,162,42821,0.023288649082040647,0,2.23606797749979,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400037,energy_exhausted,False,0.0,10.849583089372857,0,5,404.0855327568337,19.487056207755376,28.73485678425525,28.75485678425525,23,23.313708498984763,0,2,0.3899357334945316,42,48413,0.18063851152884014,0,11.661903789690601,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400038,energy_exhausted,False,2.3560180656126475,12.89455164165896,1,5,955.1797757178877,547.6236690337319,5.7772266491611335,3.109230328308362,573,70.21320343559641,254,2,0.19915842730702832,353,112067,0.03187743078046501,0,9.219544457292887,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400039,success,True,1.7648669781534534,8.546839348498514,1,5,389.0545109571046,225.95804269056848,250.2368650667904,72.83745476259722,236,39.31370849898475,99,1,0.24764312410558245,156,72163,0.18394178196103284,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400040,energy_exhausted,False,2.643272406132337,8.82589080977645,1,5,476.83709004071477,183.79763270649835,120.29387599911041,92.99376342372884,178,18.55634918610405,81,2,0.2880591606274585,140,49951,0.0034450075067924413,0,3.605551275463989,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400041,success,True,0.0,11.03122399243434,0,5,161.9518848863165,18.295322198848016,269.67677064586536,268.85011522102513,20,20.48528137423857,1,0,0.33028995682717355,43,44073,0.0334186235671049,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400042,immobilized,False,2.6825081225760576,11.069701112431636,1,5,354.3003497559172,103.07352077055106,162.1065043479661,109.29200989123197,91,44.142135623730944,25,9,0.4568274465353191,67,47281,0.021109792500856317,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400043,success,True,3.7546299169052224,10.627744261056389,2,5,536.4621602627075,373.200573402423,250.07174647304691,63.12358491917516,350,92.32590180780446,136,1,0.23794345416375934,222,81194,0.01983432581741207,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400044,success,True,0.0,8.878812952777938,0,5,217.34593937081505,54.354684825168384,250.34207878768723,225.35625513346514,58,36.04163056034262,14,1,0.24211222622637532,68,56650,0.0240684554607955,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400045,success,True,2.571866994183246,12.070486997534495,1,5,430.87573499701085,267.72124437731134,250.17884271362578,54.54213604725585,300,70.52691193458115,119,1,0.2696395450875535,198,58777,0.15434480518923732,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400046,immobilized,False,1.0759328114998117,9.241608205169689,1,5,344.19559942269643,132.80762550551773,201.94535941615277,111.69166543404283,121,38.04163056034261,45,16,0.5646322876995584,95,56511,0.009466756105320773,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400047,success,True,0.0,9.665149970503345,0,5,1019.3629088745328,856.4057039928593,250.37612845164372,19.509864917885146,728,99.254833995939,319,5,0.22606362023110785,502,204438,0.06558256948983143,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400048,success,True,0.0,8.369900996280546,0,5,334.75810017307396,171.81648643267528,250.39171959292787,110.59466002025458,168,24.72792206135786,72,2,0.2942131022196339,135,75553,0.06298227676613921,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400049,immobilized,False,2.4809861891598297,10.408582726408738,1,5,327.88870276636874,95.33867392517749,180.78330449214062,122.43317616818196,103,38.14213562373095,34,11,0.4967323920517977,73,47040,0.060697336883578146,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400050,energy_exhausted,False,0.0,9.016487812813203,0,5,450.1736869801666,38.65585880111163,1.8155051542783567,1.8355051542783567,36,38.62741699796952,0,2,0.35644613507811473,44,39034,0.029226187241498836,1,2.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400051,timeout,False,1.9844359736195682,9.000460904000539,1,5,836.7350036256734,581.7651563030068,158.36348601066254,90.07842638715721,800,69.69848480983497,370,4,0.3039279458905224,468,123568,0.05176917679630744,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400052,success,True,3.4686593707649154,10.4968674484105,2,5,599.516807143173,437.1351862879575,250.95171247811479,79.72300820329235,426,84.28427124746187,175,1,0.16606312323038686,264,80453,0.021796668203196812,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400053,immobilized,False,2.8428104718997353,8.94485504185127,1,5,361.08981745648975,169.38691107163118,221.63042694846988,83.3602062341219,163,24.48528137423857,70,23,0.6436761246595487,110,60592,0.013459554537397778,0,0.0,mars,adaptive_risk_aware_astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400004,energy_exhausted,False,0.0,10.342360460905567,0,5,368.35160222368717,16.438972050450875,61.42070316009705,61.44070316009705,16,11.414213562373096,0,3,0.5987297095179066,34,3125,0.026150784302528596,1,1.4142135623730951,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400005,success,True,0.0,9.623904321875369,0,5,273.17917286721496,110.95115976351723,251.10532022963164,171.63036120323585,110,24.48528137423857,43,2,0.2536376036949075,97,8167,0.03616564488777052,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400006,success,True,2.660266403645624,9.130953200747532,1,5,368.5555342557694,206.64466231215383,251.42246138971134,79.98053105981805,210,22.48528137423857,94,2,0.3028683757100077,152,5985,0.0039531585761913846,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400007,energy_exhausted,False,0.0,10.037456096628219,0,5,381.61383697728513,32.933093960475986,64.65259031652428,64.67259031652428,32,38.2842712474619,0,1,0.3544857561678921,33,2769,0.024316664814087008,0,1.4142135623730951,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400008,energy_exhausted,False,0.0,8.885444925719812,0,5,418.00563013468434,18.324065935470323,13.651769134119524,13.671769134119524,20,19.071067811865476,0,2,0.4651247073607485,41,4442,0.02320688024300166,0,17.72004514666935,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400009,success,True,0.0,10.375277040139736,0,5,194.28790922982836,32.016025104126854,251.0614492076321,226.8201189706459,36,8.485281374238571,14,1,0.25996890210153684,56,3361,0.03636595430753975,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400010,success,True,1.8158144339910596,10.41206692211277,1,5,332.97411726975696,170.57002675716095,250.92924282073278,138.6878499181891,146,60.52691193458115,47,0,0.1844502795991186,123,9915,0.031767381442769804,1,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400011,energy_exhausted,False,0.0,9.044600831464807,0,5,395.33983391461027,17.022937623170183,35.016437041893184,35.03643704189319,17,15.485281374238571,0,2,0.5784405181251658,32,3491,0.02517174452448634,1,1.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400012,energy_exhausted,False,2.065511083809088,9.399408209832723,1,5,430.4999742595692,27.987403224953102,10.820762298717309,10.840762298717308,27,24.242640687119287,0,3,0.37136845715318284,42,3090,0.005224734479402415,0,1.4142135623730951,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400013,success,True,0.0,11.422294659534387,0,5,391.9312861167636,229.69180528449976,251.0938525010631,89.36338476744895,202,27.313708498984763,88,2,0.22158197750322198,162,7721,0.036613205764872925,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400014,energy_exhausted,False,2.4472873995289284,10.17582267325629,1,5,419.8710710818507,22.472014319510258,15.934276570993037,15.954276570993036,23,23.313708498984763,0,2,0.40017071194575154,31,4010,0.025309687330215658,0,19.697715603592208,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400015,energy_exhausted,False,0.0,12.083069141602065,0,5,416.45476998943127,9.892172758857058,6.770736102759115,6.790736102759115,13,11.899494936611667,0,2,0.520594718262079,42,5937,0.025794527959404068,1,10.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400016,energy_exhausted,False,2.521448681106518,12.058914380674398,1,5,361.18155496872976,24.127873578653674,76.2796519432574,76.2996519432574,27,26.242640687119287,0,1,0.37608922688215785,31,4237,0.023255974613134667,0,7.0710678118654755,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400017,success,True,0.0,10.377593705823667,0,5,446.64003200942193,281.4657729002232,248.15907422412667,32.65871060223979,286,14.485281374238571,136,3,0.29283694173505165,209,10273,0.19557400047201456,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400018,energy_exhausted,False,1.494875937372436,9.300711949766486,1,5,1014.5527404959199,617.9666623412007,16.747255178600447,16.767255178600447,536,103.81118318204304,222,7,0.22611170851375148,400,16080,0.02847691775398331,1,6.082762530298219,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400019,success,True,2.4782920855920345,10.403107865331462,1,5,296.9374068633391,134.80233768762008,251.19826415761133,157.51900419935183,130,33.65685424949238,48,1,0.2475945506191046,106,5089,0.004751918852213044,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400020,immobilized,False,1.6689129305107204,7.490868008358168,1,5,292.91682267000795,80.71991414571082,201.1364248090337,140.91915163944336,75,20.384776310850242,30,12,0.5881974408418826,59,2482,0.015970888566868124,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400021,energy_exhausted,False,0.0,8.656699591862557,0,5,332.94898529948375,24.478131916754297,104.86247995060413,104.88247995060412,24,26.213203435596434,0,1,0.3906504921114357,52,4474,0.023805118023512373,2,14.317821063276353,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400022,energy_exhausted,False,0.0,10.050554038465963,0,5,363.02467592580535,20.483551747247503,70.79220915477555,70.81220915477554,21,19.65685424949238,0,2,0.40724633158534057,33,3125,0.014389853722078683,0,4.47213595499958,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400023,energy_exhausted,False,0.0,9.312488982340422,0,5,405.3013224721919,18.45093685887072,26.48294772001234,26.50294772001234,19,20.384776310850242,0,3,0.4493862807439383,24,2168,0.0410550033466166,0,4.242640687119285,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400024,success,True,0.0,8.945433533721532,0,5,283.27047348600655,120.5941004438988,250.65696029122205,146.1566127286818,132,9.656854249492381,61,1,0.31698636970755745,103,4852,0.02524220964523205,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400025,success,True,0.0,6.504449313092817,0,5,515.4676503159145,350.42119555436295,248.28687857177474,49.228989043133026,324,26.485281374238575,149,3,0.19432457264635847,242,8056,0.04140881615471481,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400026,success,True,2.908728450954972,12.919125223882055,1,5,400.3193685599383,236.0700200663508,249.08398483973326,73.85402078161363,368,39.798989873223334,166,1,0.26993486013075296,212,4034,0.03599596448119469,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400027,success,True,0.0,10.052784418734847,0,5,234.58772190986838,72.82317113655334,251.56878256001798,205.38227381075572,74,23.89949493661167,25,2,0.2271931977965171,98,9198,0.02739628881623246,1,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400028,energy_exhausted,False,0.0,11.175818835571611,0,5,411.2958981866092,18.086584829455933,20.124019976180254,20.144019976180253,20,16.414213562373096,0,3,0.44552887029321664,33,3817,0.02030276161219635,0,6.082762530298219,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400029,success,True,1.9269961299693577,7.772974148827593,1,5,273.398595838127,110.04530067605852,249.98003817126215,175.03424772095042,122,37.45584412271572,46,0,0.2681309549068184,94,3864,0.021419837439708767,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400030,immobilized,False,0.0,9.716785046362691,0,5,269.76143620128295,65.73985557320353,209.31175270525122,157.39620532265542,65,11.656854249492381,27,13,0.6314389231297692,49,2354,0.033789022773984434,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400031,energy_exhausted,False,2.674855726775574,12.854598146362186,1,5,363.32321894859615,29.348752672570978,79.35886705730822,79.37886705730821,29,28.485281374238575,0,2,0.4013101745567448,49,3569,0.029316385345882212,0,8.246211251235321,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400032,success,True,0.0,10.281575833388214,0,5,275.20977374947597,112.99822465863359,251.12178424248557,155.88069147268547,116,11.656854249492381,52,2,0.23812821535327217,105,4808,0.01325076436036765,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400033,success,True,1.236935143682114,8.442189452281752,1,5,231.06125556556287,68.54079643746584,250.81287420523674,204.36465574076163,72,23.798989873223338,26,1,0.28350754695638497,72,4439,0.002892325522528938,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400034,success,True,0.0,12.717881015155145,0,5,206.97195053227108,44.63887027951439,251.00025308057664,226.40777954148214,44,14.0,13,3,0.31941056821232244,85,8327,0.03487369879079549,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400035,energy_exhausted,False,0.0,8.869218248335546,0,5,404.6532943866332,28.585451076649097,37.26549002334947,37.285490023349475,30,27.07106781186548,0,4,0.37317521822957384,44,4588,0.023083771034712597,0,2.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400036,energy_exhausted,False,2.464250800806634,12.205281884196726,1,5,514.0135708139329,157.80144615067337,57.121208670067965,57.14120867006797,161,34.627416997969526,65,3,0.27833218068468474,133,4515,0.035201180636914464,0,8.94427190999916,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400037,immobilized,False,0.0,10.849583089372857,0,5,273.4657351841189,7.718844881301444,147.58644303051608,147.58644303051608,9,7.242640687119285,0,3,0.4828445527631556,30,3397,0.020101457316609284,0,6.708203932499369,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400038,energy_exhausted,False,0.0,12.89455164165896,0,5,420.85914586045413,10.603281437710159,3.0774689105893254,3.0974689105893254,13,8.0,0,4,0.623526470218809,33,3087,0.13269011198226988,0,2.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400039,success,True,0.0,8.546839348498514,0,5,183.9579694053718,21.934454113387883,251.30981804134962,233.40866548537056,24,2.8284271247461903,10,1,0.3321189848180402,52,5889,0.03082994040264464,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400040,energy_exhausted,False,0.0,8.82589080977645,0,5,552.5382129041947,179.23715072437503,40.03227115350722,40.05227115350722,174,6.414213562373095,82,4,0.31195853356514774,154,7019,0.12623259802483844,0,3.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400041,immobilized,False,0.0,11.03122399243434,0,5,351.9334416257222,114.90412297135245,176.30401467896118,86.79181677010212,121,20.48528137423857,51,12,0.5891471742008244,83,2909,0.1589402609551681,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400042,immobilized,False,2.6825081225760576,11.069701112431636,1,5,356.58963350103875,103.07500335734916,159.81870318964224,107.00420873290807,91,41.65685424949238,25,9,0.4629260106017285,76,6408,0.010866626978335514,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400043,success,True,0.0,10.627744261056389,0,5,354.7638399699037,192.89768193425698,251.46717529768148,84.62311713669926,182,16.72792206135786,83,2,0.24502411674712626,145,5334,0.12128424044052577,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400044,success,True,0.0,8.878812952777938,0,5,298.924801346521,136.22354442497087,250.63207641177806,140.3049277135399,140,23.798989873223338,60,2,0.2296635954303363,123,6664,0.013221195478690717,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400045,energy_exhausted,False,0.0,12.070486997534495,0,5,436.3080600945537,25.749162114156764,2.774435352936682,2.794435352936682,29,25.656854249492383,0,4,0.33670939323992716,52,4156,0.005665746599612831,0,10.198039027185569,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
400046,immobilized,False,1.0759328114998117,9.241608205169689,1,5,336.1051706565473,66.29085974074343,143.5190224175286,100.90851514507206,61,21.313708498984763,21,8,0.5971228831602099,60,3883,0.004171515769023193,0,0.0,mars,astar,64,5,800,0.2,0.25,6,1.0,1.0,,1.0,0,10,2.0,0.6,moon,25.0,mars_faults,ood
