corrected,seed,cls,n,mean,sd,truth,covered,abs_error
True,200033,3,1,0.1747924306139544,0.02534193572443327,0.06,False,0.11479243061395442
True,200033,4,3,0.2054303149236298,0.04621612909881259,0.26,True,0.05456968507637022
True,200034,0,19,0.1933057049948521,0.009876022926042267,0.12,False,0.07330570499485212
True,200034,1,135,0.13723559455689002,0.006265123400513788,0.14,True,0.0027644054431099907
True,200034,2,9,0.4433506949305208,0.03778114718967577,0.62,False,0.17664930506947918
True,200034,3,3,0.2692295098276528,0.015483248690817096,0.06,False,0.20922950982765282
True,200034,4,6,0.2603700453773139,0.038170162794981435,0.26,True,0.00037004537731388787
True,200035,0,20,0.16872257074765343,0.009631829784345926,0.12,False,0.04872257074765343
True,200035,1,2,0.2130725869720494,0.04004080554644994,0.14,True,0.07307258697204938
True,200035,2,75,0.6230660222940307,0.015802056841086206,0.62,True,0.0030660222940307458
True,200035,3,1,0.041538186562658036,0.02534193572443327,0.06,True,0.018461813437341962
True,200035,4,2,0.4209296969285342,0.050286612029378855,0.26,False,0.1609296969285342
True,200036,0,21,0.09891742574192959,0.009404898351277977,0.12,False,0.021082574258070405
True,200036,1,1,0.17529365615320536,0.04784396625654424,0.14,True,0.035293656153205344
True,200036,2,9,0.498098839820907,0.03778114718967577,0.62,False,0.12190116017909297
True,200037,0,21,0.10735894319822598,0.009404898351277977,0.12,True,0.01264105680177402
True,200037,2,5,0.47234874023556356,0.044707277277780184,0.62,False,0.14765125976443644
True,200037,3,4,0.26026985584390605,0.01351048374894283,0.06,False,0.20026985584390605
True,200038,0,8,0.17134488877206114,0.014971068081095135,0.12,False,0.05134488877206114
True,200038,1,23,0.14568288494674747,0.014828477276465152,0.14,True,0.005682884946747457
True,200038,2,55,0.5866666575337659,0.01824688278004606,0.62,True,0.033333342466234095
True,200038,3,4,0.5006709078163988,0.01351048374894283,0.06,False,0.4406709078163988
True,200038,4,2,0.24827521605280714,0.050286612029378855,0.26,True,0.011724783947192868
True,200039,0,9,0.10321251576759137,0.014159003531635333,0.12,True,0.016787484232408625
True,200039,1,100,0.13941158308378965,0.007266947000709875,0.14,True,0.0005884169162103658
True,200039,2,11,0.43511013193172,0.03534003387607415,0.62,False,0.18488986806828
True,200039,3,4,0.11619134015250511,0.01351048374894283,0.06,False,0.05619134015250511
True,200039,4,5,0.17983342252708834,0.04036877063032665,0.26,False,0.08016657747291167
